,KIC,Kp,q_first,q_last,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,mass,E_mass,e_mass,Prot,E_prot,Sph,E_Sph,Flag_Type1CPCB,Flag_MSSG,Flag_Binary,Flag_KOI,Flag_Source
25681,7812051,14.053,15,15,4943.5,89.6,83.1,4.581,0.022,0.029,0.771,0.034,0.044,6.01,0.43,7605.3,404.1,-999,1,0,-999,0
25695,7812892,13.664,1,17,6587.9,141.8,140.4,4.099,0.031,0.033,1.257,0.048,0.062,6.17,0.68,32.3,7.9,-999,1,0,-999,0
25696,7812893,15.86,1,17,4171.2,101.9,112.1,4.639,0.05,0.04,0.619,0.049,0.055,23.05,1.68,2621.8,82.3,-999,1,-999,1,0
25714,7815890,15.814,1,17,4449.0,77.0,70.9,4.591,0.024,0.019,0.712,0.029,0.024,32.61,4.89,962.3,32.6,-999,1,0,-999,0
25719,7816203,15.726,2,17,5090.7,110.8,100.6,3.953,0.062,0.062,0.893,0.058,0.046,1.59,0.11,4488.2,498.6,1,1,0,-999,0
25722,7816387,12.749,1,17,5834.2,114.5,104.8,4.251,0.04,0.036,0.816,0.054,0.044,20.21,3.08,173.1,7.1,-999,1,0,-999,0
25732,7817056,11.634,0,17,6889.9,150.1,139.4,4.136,0.031,0.029,1.42,0.072,0.061,3.82,0.25,46.4,6.0,1,2,0,-999,0
25735,7817242,15.607,4,17,5987.9,107.4,110.8,4.069,0.064,0.075,1.19,0.096,0.099,4.55,0.32,769.5,69.3,-999,1,0,-999,0
25736,7817272,12.637,0,17,6169.4,129.9,120.0,4.016,0.045,0.038,1.056,0.074,0.063,10.85,2.09,64.9,5.4,-999,1,0,-999,0
25744,7818665,13.98,1,17,6308.4,135.2,134.6,4.171,0.037,0.038,1.263,0.062,0.073,22.55,1.71,152.8,7.9,-999,1,0,-999,0
25746,7818847,14.269,16,17,5969.1,120.3,120.6,3.853,0.202,0.222,1.306,0.25,0.173,19.93,1.73,99.2,7.6,-999,1,-999,-999,0
25750,7819268,14.654,1,17,4967.1,92.0,84.4,4.583,0.022,0.029,0.77,0.034,0.044,15.97,1.27,2966.7,101.5,-999,1,0,-999,0
25753,7819337,13.47,0,17,5265.7,86.2,73.7,4.279,0.034,0.028,0.901,0.044,0.031,33.97,2.41,178.5,6.3,-999,1,0,-999,0
25757,7819790,15.888,1,17,4597.2,91.8,88.5,4.629,0.036,0.038,0.679,0.048,0.053,25.94,2.37,450.9,23.3,-999,1,-999,-999,0
25762,7820089,13.824,1,17,6501.0,129.8,136.5,4.187,0.034,0.035,1.317,0.063,0.057,5.03,0.49,95.7,12.9,-999,1,0,-999,0
25766,7820535,15.378,1,17,3423.6,62.4,71.9,4.943,0.008,0.008,0.247,0.007,0.006,97.47,9.2,1465.3,23.3,-999,1,-999,-999,0
25767,7820558,14.59,1,17,5029.1,91.9,87.9,4.592,0.02,0.03,0.767,0.032,0.045,9.9,0.7,5768.9,242.6,-999,1,0,-999,0
25777,7821528,15.337,1,17,4815.1,87.8,81.8,4.623,0.019,0.025,0.711,0.03,0.034,9.9,0.75,1739.4,100.8,-999,1,0,-999,0
25780,7821926,13.881,1,17,6461.5,136.1,133.7,4.292,0.037,0.041,1.201,0.056,0.064,2.54,0.18,2437.6,206.6,1,1,0,-999,0
25782,7822060,15.588,2,16,6135.4,119.3,113.5,4.467,0.031,0.036,1.012,0.053,0.057,8.79,0.76,2220.9,130.0,-999,1,0,-999,0
25785,7822328,14.152,6,10,6713.3,141.1,129.2,3.94,0.036,0.039,1.444,0.072,0.089,2.87,0.39,224.7,31.8,-999,2,0,-999,0
25801,7829827,15.513,4,17,5466.7,101.6,97.8,4.552,0.025,0.036,0.859,0.041,0.052,18.83,1.41,2550.0,85.8,-999,1,0,-999,0
25808,7830340,15.294,1,17,5045.5,86.0,79.7,4.462,0.033,0.025,0.816,0.04,0.028,20.63,1.85,2506.3,79.3,-999,1,0,-999,0
25809,7830362,14.769,1,17,5573.4,101.4,96.1,4.521,0.023,0.036,0.904,0.04,0.055,11.85,0.83,3395.1,134.3,-999,1,0,-999,0
25816,7830917,15.807,2,17,4740.1,88.8,81.6,4.586,0.026,0.028,0.741,0.036,0.035,39.31,3.67,886.5,27.2,-999,1,0,-999,0
25818,7831073,13.629,1,17,6032.3,109.5,107.1,4.374,0.03,0.038,1.095,0.058,0.068,19.14,2.56,64.9,5.4,-999,1,0,-999,0
25823,7831530,12.329,0,17,5192.9,86.6,84.2,4.56,0.025,0.034,0.809,0.037,0.049,28.99,5.78,330.4,9.4,-999,1,0,-999,0
25828,7832257,15.876,2,17,5583.3,114.5,112.3,4.417,0.058,0.065,0.926,0.067,0.068,28.39,4.75,479.3,25.2,-999,1,0,-999,0
25846,7833588,14.354,1,17,5366.0,99.0,96.1,4.53,0.04,0.057,0.854,0.053,0.059,8.56,0.62,3895.9,178.0,-999,1,-999,-999,0
25848,7833634,13.923,1,17,5787.1,96.8,91.7,4.429,0.022,0.031,1.087,0.042,0.059,7.5,0.56,3713.6,179.8,-999,1,0,-999,0
25867,7835127,13.181,1,17,5644.0,152.0,152.0,4.45,0.108,0.175,0.866,0.114,0.076,11.06,0.87,1333.3,57.3,-999,2,-999,-999,1
25868,7835133,12.004,0,17,6340.0,157.0,189.0,4.356,0.09,0.195,1.027,0.173,0.106,10.97,0.8,1376.2,55.2,-999,2,-999,-999,1
25876,7836089,13.888,2,17,4398.8,70.1,63.2,4.595,0.022,0.017,0.708,0.027,0.022,40.14,4.54,1903.6,41.2,-999,1,0,-999,0
25883,7836524,14.063,10,10,6111.9,172.0,121.0,4.031,0.034,0.049,1.294,0.077,0.125,9.52,0.65,144.8,12.2,-999,1,0,-999,0
25884,7836534,15.838,1,17,4765.1,88.0,82.7,4.558,0.031,0.027,0.76,0.038,0.033,33.06,3.12,227.1,15.3,-999,1,0,-999,0
25887,7836678,15.977,4,17,5096.9,74.6,75.3,4.376,0.039,0.04,0.85,0.023,0.022,28.19,2.48,1091.1,38.6,-999,1,1,-999,0
25902,7837767,14.486,1,17,6217.5,116.5,116.3,4.344,0.032,0.041,1.147,0.057,0.075,5.56,0.43,1266.4,78.8,-999,1,0,-999,0
25914,7838405,15.44,1,17,5229.3,83.3,74.9,4.317,0.037,0.037,0.865,0.031,0.024,28.98,2.78,1322.7,39.6,-999,1,1,-999,0
25918,7838625,15.831,4,17,5425.6,121.4,114.0,4.455,0.05,0.055,0.886,0.063,0.063,18.11,2.63,136.2,17.8,-999,1,0,-999,0
25919,7838675,14.658,1,17,5741.7,105.2,103.6,4.463,0.031,0.043,0.964,0.052,0.066,6.18,0.45,8078.7,426.2,1,1,0,0,0
25920,7838712,14.237,1,17,5867.9,114.3,110.1,4.187,0.04,0.048,1.076,0.08,0.085,46.09,3.36,123.9,5.4,-999,1,0,-999,0
25922,7838888,13.885,1,17,5997.8,101.0,97.2,4.38,0.023,0.032,1.163,0.043,0.06,16.87,2.25,165.9,9.4,-999,1,0,-999,0
25926,7839199,15.86,4,17,5512.7,110.2,108.4,4.521,0.033,0.047,0.887,0.049,0.057,24.2,2.05,1069.1,40.0,-999,1,0,-999,0
25935,7839874,14.484,1,17,6186.9,147.1,130.6,4.187,0.047,0.049,1.213,0.066,0.089,5.2,0.38,3180.9,188.9,-999,1,0,-999,0
25941,7840438,12.427,0,17,5963.4,114.2,109.5,4.171,0.037,0.043,1.129,0.075,0.09,22.98,2.25,268.7,8.9,-999,1,0,-999,0
25943,7840494,14.785,1,17,5223.9,115.0,106.4,4.524,0.049,0.066,0.829,0.055,0.055,20.49,1.53,261.5,13.7,-999,1,-999,-999,0
25957,7842007,15.206,1,17,6559.2,144.2,132.8,4.391,0.026,0.028,1.167,0.049,0.054,7.86,0.94,524.5,37.2,-999,1,0,-999,0
25973,7846682,14.312,1,17,6253.1,108.1,108.2,4.426,0.019,0.027,1.087,0.035,0.045,7.81,0.64,929.9,50.3,-999,1,0,-999,0
25978,7847563,13.722,1,17,6019.8,194.5,152.6,4.212,0.025,0.032,1.245,0.067,0.078,10.95,0.48,92.7,8.4,-999,1,0,-999,0
25979,7847566,15.095,1,17,3579.8,75.2,73.1,4.822,0.01,0.01,0.381,0.01,0.01,28.58,1.97,5119.8,128.9,-999,1,0,-999,0
25985,7848068,13.501,0,17,5010.4,124.3,105.4,3.697,0.043,0.06,1.248,0.095,0.139,40.42,3.33,10425.6,211.9,-999,1,0,-999,0
25994,7849441,14.097,1,17,4215.8,45.8,51.4,4.581,0.032,0.016,0.666,0.031,0.013,18.73,1.41,1625.2,52.5,-999,1,0,-999,0
25996,7849619,15.519,1,17,3801.0,68.0,76.0,4.752,0.054,0.031,0.499,0.041,0.045,12.97,1.02,3907.1,151.6,-999,2,-999,-999,1
26019,7867279,15.431,1,17,4351.8,99.3,98.1,4.615,0.031,0.031,0.678,0.039,0.039,12.44,0.94,1065.5,51.0,-999,1,-999,-999,0
26023,7867498,15.302,1,17,4857.5,84.7,78.1,4.568,0.027,0.028,0.768,0.038,0.039,40.14,5.54,1190.4,30.3,-999,1,0,-999,0
26026,7867762,16.297,14,17,4835.6,90.2,84.6,4.558,0.033,0.033,0.768,0.04,0.037,24.71,2.48,941.9,44.8,-999,1,0,-999,0
26027,7867871,12.631,0,17,5457.4,90.0,87.7,4.488,0.026,0.035,0.949,0.047,0.057,27.35,4.3,307.3,9.3,-999,1,0,-999,0
26041,7868609,15.004,1,17,5527.3,99.2,99.7,4.488,0.033,0.045,0.909,0.052,0.063,30.0,2.97,687.7,22.0,-999,1,0,-999,0
26047,7868899,13.239,0,17,5678.9,87.9,81.6,4.471,0.016,0.027,1.046,0.032,0.048,22.42,3.19,799.7,24.2,-999,1,0,-999,0
26048,7868967,15.663,1,17,4047.1,73.7,79.5,4.654,0.017,0.015,0.588,0.014,0.014,44.23,4.27,770.5,23.6,-999,1,-999,1,0
26050,7869062,15.875,2,17,4620.8,82.9,78.1,4.596,0.024,0.025,0.722,0.033,0.031,20.92,1.63,2486.2,82.7,-999,1,0,-999,0
26052,7869202,15.839,4,17,5184.9,91.6,82.5,4.452,0.047,0.039,0.835,0.052,0.039,36.92,1.18,1024.0,44.2,-999,1,0,-999,0
26053,7869275,13.625,1,17,6114.9,120.9,118.0,4.393,0.038,0.04,0.961,0.063,0.064,14.68,1.72,101.2,7.3,-999,1,0,-999,0
26078,7870789,11.808,0,17,6639.8,136.3,130.6,3.956,0.047,0.047,1.632,0.077,0.082,22.37,2.07,44.3,2.5,-999,1,0,-999,0
26079,7870823,16.464,7,7,4237.3,78.5,53.1,4.605,0.028,0.025,0.667,0.033,0.024,1.14,0.08,32630.0,3992.1,1,1,0,-999,0
26080,7870923,13.723,1,17,6453.1,125.2,136.5,4.108,0.035,0.037,1.345,0.064,0.062,4.16,0.47,736.3,54.0,-999,1,0,-999,0
26082,7870958,13.997,1,17,5140.7,90.3,83.3,4.571,0.019,0.03,0.824,0.03,0.043,23.54,1.91,1718.4,49.1,-999,1,0,-999,0
26091,7871453,15.641,2,17,4789.2,88.6,79.5,4.586,0.025,0.029,0.746,0.036,0.037,32.38,2.38,2031.1,54.5,-999,1,0,-999,0
26092,7871482,12.966,0,17,6549.7,132.6,139.2,4.121,0.031,0.031,1.358,0.063,0.051,4.77,0.86,149.1,13.8,-999,1,0,-999,0
26098,7871954,14.39,1,17,4241.4,70.9,70.5,4.709,0.019,0.019,0.556,0.02,0.018,40.69,1.07,860.8,29.4,-999,1,0,0,0
26104,7872614,13.848,1,17,6071.6,105.5,103.1,4.427,0.023,0.034,1.054,0.042,0.057,11.96,0.83,233.2,13.5,-999,1,0,-999,0
26106,7872663,15.036,1,17,4327.3,67.7,71.5,4.688,0.016,0.013,0.578,0.017,0.014,12.03,0.74,170.9,15.9,-999,1,0,-999,0
26107,7872692,11.615,0,17,6396.5,127.8,130.9,4.084,0.03,0.033,1.342,0.061,0.057,10.35,0.74,46.3,3.6,-999,1,0,-999,0
26113,7873020,15.684,1,17,4434.9,79.4,69.3,4.568,0.02,0.018,0.728,0.024,0.021,37.97,2.5,1251.5,34.5,-999,1,-999,-999,0
26115,7874924,14.436,1,17,6009.9,118.0,117.1,3.904,0.056,0.047,1.277,0.152,0.079,18.23,1.49,30.4,6.4,-999,1,0,-999,0
26118,7875008,15.636,1,17,3878.1,76.9,75.3,4.693,0.013,0.013,0.541,0.013,0.013,21.66,1.59,2784.1,87.3,-999,1,0,-999,0
26125,7875549,13.4,1,17,6159.0,109.6,108.1,3.832,0.095,0.094,1.541,0.141,0.148,21.48,1.53,508.9,17.0,-999,1,-999,-999,0
26126,7877094,15.524,1,17,5171.7,94.5,88.6,4.557,0.028,0.038,0.814,0.041,0.052,23.7,1.81,1667.9,53.4,-999,1,0,-999,0
26130,7877325,13.845,1,17,4974.8,83.8,75.4,4.541,0.031,0.028,0.784,0.044,0.039,36.18,5.02,687.2,17.4,-999,1,0,-999,0
26135,7877597,13.708,1,17,5948.0,102.9,112.3,4.087,0.039,0.049,1.132,0.096,0.084,29.75,2.22,224.6,8.2,-999,1,0,-999,0
26138,7877676,14.121,1,17,6052.6,110.1,107.6,4.375,0.033,0.041,1.081,0.061,0.075,16.77,2.0,185.3,10.6,-999,1,0,-999,0
26149,7878428,14.087,1,17,3900.4,78.4,75.2,4.665,0.013,0.013,0.569,0.013,0.013,29.79,2.49,1756.2,44.6,-999,1,0,-999,0
26159,7879315,13.887,1,17,5441.7,103.1,99.8,4.39,0.037,0.038,0.984,0.057,0.057,25.37,2.18,1287.7,36.1,-999,1,0,-999,0
26164,7879652,13.933,1,17,6407.3,124.4,130.6,4.099,0.032,0.033,1.392,0.063,0.06,4.75,0.31,76.1,12.6,-999,1,0,-999,0
26169,7879979,10.9,0,17,5720.6,115.6,111.0,3.926,0.034,0.034,1.009,0.062,0.055,29.78,1.85,46.4,1.8,-999,1,0,-999,0
26170,7880060,14.199,10,10,6217.9,126.8,116.5,4.249,0.042,0.036,1.187,0.071,0.078,8.46,0.95,199.2,15.8,-999,1,0,-999,0
26178,7880466,15.295,1,17,4211.6,50.5,63.8,4.586,0.027,0.019,0.664,0.032,0.016,13.62,1.12,882.8,41.3,-999,1,0,-999,0
26181,7880634,12.34,0,17,5761.4,109.5,105.1,4.288,0.04,0.04,0.89,0.065,0.059,30.59,4.74,519.2,13.5,-999,1,0,-999,0
26183,7880789,13.855,1,17,6226.4,104.4,102.3,4.419,0.016,0.024,1.113,0.031,0.043,11.3,1.24,420.0,21.0,-999,1,0,-999,0
26188,7880981,13.253,0,17,5351.8,87.1,85.3,4.559,0.014,0.023,0.886,0.025,0.035,14.67,1.18,3728.0,127.7,-999,1,0,-999,0
26193,7881369,14.576,16,17,6126.3,121.9,108.8,4.219,0.036,0.046,1.171,0.067,0.084,4.93,0.31,2.7,11.5,-999,1,0,-999,0
26195,7881461,14.569,1,17,5672.3,101.1,98.1,4.433,0.038,0.045,0.953,0.064,0.07,18.22,3.03,538.9,22.0,-999,1,0,-999,0
26200,7881991,14.796,1,17,5181.3,70.7,62.9,4.313,0.022,0.02,0.868,0.022,0.017,35.19,5.79,1172.0,30.1,-999,1,0,-999,0
26209,7884369,15.242,1,17,5310.2,87.4,75.7,4.201,0.041,0.04,0.881,0.041,0.031,20.08,2.09,246.1,15.6,-999,1,0,-999,0
26210,7884443,13.813,2,17,4369.8,73.6,63.5,4.616,0.02,0.016,0.67,0.024,0.019,42.43,4.57,986.9,21.9,-999,1,0,-999,0
26211,7884463,14.741,1,17,5325.6,97.1,92.8,4.576,0.021,0.034,0.816,0.036,0.049,20.75,1.78,2178.1,67.2,-999,1,0,-999,0
26217,7885698,13.583,0,17,6015.3,129.5,117.1,4.123,0.024,0.037,1.337,0.042,0.055,29.59,2.81,352.3,6.8,-999,1,0,-999,0
26222,7886115,14.96,1,17,5489.1,96.7,97.3,4.494,0.032,0.044,0.9,0.051,0.063,20.75,2.06,1099.8,37.9,-999,1,0,-999,0
26224,7886259,14.405,1,17,5246.2,96.7,91.4,4.579,0.02,0.032,0.805,0.032,0.049,29.79,3.0,584.2,17.9,-999,1,0,-999,0
26227,7886488,12.529,0,17,6650.3,140.5,135.6,4.032,0.034,0.033,1.465,0.073,0.068,6.44,1.15,145.5,10.8,-999,1,0,-999,0
26233,7887386,14.314,1,17,4937.4,82.3,77.2,4.511,0.033,0.023,0.794,0.044,0.031,36.18,3.14,2967.7,66.7,-999,1,0,-999,0
26234,7887457,12.397,1,17,5158.9,86.7,80.9,4.521,0.033,0.036,0.842,0.047,0.051,28.38,2.38,1406.1,35.3,-999,1,0,-999,0
26242,7888188,14.839,1,17,5773.5,111.2,110.0,4.116,0.052,0.055,1.058,0.104,0.08,19.8,2.5,179.7,11.8,-999,1,0,-999,0
26248,7888585,15.363,4,17,5048.0,93.7,85.1,4.528,0.037,0.036,0.807,0.046,0.044,14.19,1.12,1521.7,62.7,-999,1,0,-999,0
26256,7889486,15.752,2,17,5433.4,108.3,101.5,4.422,0.064,0.065,0.887,0.064,0.059,27.04,4.08,1110.9,24.9,-999,1,0,-1,0
26258,7889930,15.035,1,17,4791.8,88.4,78.7,4.586,0.023,0.027,0.748,0.034,0.037,27.42,2.76,1541.3,65.8,-999,1,0,-999,0
26260,7889987,15.545,3,15,5800.1,106.4,104.8,4.424,0.043,0.054,0.987,0.061,0.071,14.78,2.22,1116.3,55.8,-999,1,0,-999,0
26267,7890538,13.161,0,17,5081.3,77.9,72.5,4.612,0.022,0.028,0.718,0.029,0.036,26.3,2.34,619.7,17.8,-999,1,0,-999,0
26268,7890584,15.571,4,17,5748.0,173.0,190.0,4.484,0.065,0.195,0.96,0.114,0.102,14.59,1.29,1648.1,67.8,-999,2,-999,-999,1
26278,7891269,12.66,0,17,5443.0,149.0,135.0,4.076,0.405,0.135,0.902,0.083,0.083,17.25,1.47,342.1,12.8,-999,2,-999,-999,1
26287,7895430,14.302,1,17,6073.8,117.9,102.0,4.085,0.035,0.044,1.236,0.063,0.106,6.13,0.44,900.8,55.2,-999,1,0,-999,0
26292,7898071,14.928,1,17,4936.5,87.9,80.3,4.526,0.034,0.027,0.791,0.044,0.036,3.47,0.24,37300.3,2572.5,-999,1,2,-999,0
26293,7898238,15.815,1,17,4815.6,91.5,83.6,4.593,0.024,0.029,0.743,0.036,0.038,17.59,1.42,2444.1,88.3,-999,1,0,-999,0
26298,7898781,15.476,1,17,3740.4,79.7,70.6,4.726,0.012,0.012,0.499,0.012,0.013,31.71,2.28,2777.3,71.0,-999,1,0,-999,0
26302,7899307,12.043,0,17,6457.2,154.4,153.3,4.216,0.027,0.031,1.267,0.06,0.058,9.14,0.69,85.1,5.9,-999,1,0,-999,0
26311,7900042,15.924,2,17,5489.8,113.1,105.8,4.366,0.07,0.066,0.901,0.068,0.061,26.11,2.54,672.3,29.1,-999,1,0,-999,0
26316,7900412,15.418,1,17,5638.6,110.8,106.8,4.468,0.037,0.048,0.937,0.056,0.065,21.17,2.6,492.7,23.1,-999,1,0,-999,0
26321,7900727,15.306,1,17,5762.9,112.6,109.7,4.392,0.048,0.054,0.982,0.07,0.075,16.76,1.55,998.2,40.9,-999,1,0,-1,0
26323,7900968,14.895,1,17,4740.1,79.9,75.5,4.573,0.026,0.025,0.751,0.036,0.034,33.06,2.42,1312.2,34.5,-999,1,0,-999,0
26326,7901023,15.355,1,17,5294.6,102.3,96.1,4.336,0.094,0.107,0.864,0.05,0.04,20.92,2.04,1003.6,37.1,-999,1,-999,-999,0
26332,7901479,15.886,2,17,4933.9,113.1,106.5,4.578,0.044,0.056,0.759,0.054,0.058,23.37,3.36,887.5,37.4,-999,1,-999,-999,0
26342,7902000,12.76,1,17,4279.3,67.4,56.3,4.627,0.018,0.021,0.675,0.024,0.021,11.85,0.81,4807.6,181.4,-999,1,0,-999,0
26343,7902001,13.407,1,17,6734.9,142.2,154.6,4.091,0.04,0.043,1.437,0.082,0.076,1.15,0.08,92.9,23.8,1,1,0,-999,0
26344,7902003,12.31,0,17,6270.7,126.6,130.4,4.21,0.027,0.041,1.268,0.057,0.066,5.24,0.39,33.8,5.4,-999,1,0,1,0
26345,7902073,14.852,1,17,5352.0,159.0,159.0,4.585,0.024,0.136,0.919,0.058,0.099,18.86,1.65,2524.7,81.2,-999,2,-999,-999,1
26347,7902287,15.122,1,17,5208.0,184.0,184.0,4.499,0.09,0.09,0.773,0.109,0.062,16.53,1.53,967.7,39.1,-999,2,-999,-999,1
26349,7902455,14.68,1,17,5594.6,108.5,107.8,4.451,0.039,0.047,0.93,0.062,0.069,16.3,1.69,1562.1,56.1,-999,1,0,-999,0
26359,7903038,12.719,0,17,5920.5,96.7,98.2,4.494,0.02,0.029,0.958,0.034,0.048,21.34,3.03,466.2,15.0,-999,1,0,-999,0
26363,7903197,14.362,1,17,5539.4,102.4,101.9,4.465,0.037,0.045,0.915,0.06,0.066,11.21,0.83,7534.2,294.3,-999,1,0,-999,0
26371,7904194,13.557,0,17,5577.3,131.5,122.0,3.679,0.025,0.023,1.532,0.034,0.038,42.13,4.71,1322.0,28.3,-999,1,0,-999,0
26373,7904289,15.343,1,17,5572.8,113.0,111.4,4.394,0.05,0.051,0.924,0.071,0.069,21.63,2.14,1008.7,36.5,-999,1,0,-999,0
26374,7904375,15.426,1,17,4976.7,28.7,42.3,4.406,0.019,0.018,0.839,0.013,0.012,0.54,0.03,103.3,77.1,1,1,1,-999,0
26375,7904376,13.904,1,17,6710.5,149.3,143.3,4.191,0.031,0.031,1.42,0.074,0.067,1.79,0.14,134.1,25.9,-999,1,0,-999,0
26376,7904490,10.523,0,17,6285.5,118.2,109.0,3.856,0.026,0.034,1.569,0.064,0.12,5.01,0.39,292.7,18.3,-999,1,0,-999,0
26379,7904822,15.434,1,17,4941.1,91.0,84.1,4.559,0.028,0.035,0.799,0.039,0.043,20.78,1.62,3778.0,115.5,-999,1,0,-999,0
26384,7905118,14.427,1,17,5705.4,103.7,97.7,4.511,0.021,0.033,0.931,0.038,0.055,20.32,2.44,424.8,17.2,-999,1,0,-999,0
26385,7905232,15.973,2,17,5677.0,169.0,169.0,4.569,0.033,0.176,0.913,0.097,0.107,15.2,1.19,105.4,20.2,-999,2,-999,-999,1
26400,7906666,14.866,1,17,5613.3,115.1,112.1,4.465,0.035,0.045,0.933,0.057,0.068,21.21,1.77,2263.0,69.3,-999,1,0,-999,0
26404,7906811,11.867,0,17,5784.1,102.5,100.6,4.377,0.035,0.039,1.043,0.067,0.07,15.41,1.41,208.5,8.5,-999,1,0,-999,0
26417,7907458,14.583,1,17,6182.6,121.0,116.7,4.33,0.035,0.046,1.143,0.063,0.078,9.48,0.79,1028.8,50.9,-999,1,0,-999,0
26428,7908531,14.725,1,17,5706.4,109.3,107.6,4.472,0.03,0.041,0.953,0.05,0.065,15.86,1.55,2660.9,92.4,-999,1,0,-999,0
26439,7909082,13.929,1,17,6017.3,127.5,117.4,4.194,0.03,0.04,1.235,0.054,0.077,12.08,0.95,84.9,8.2,-999,1,0,-999,0
26440,7909152,14.382,1,17,5917.8,127.1,116.4,4.209,0.044,0.047,1.087,0.08,0.087,20.33,2.23,100.7,7.9,-999,1,0,-999,0
26442,7909399,13.527,1,17,6818.4,146.9,139.3,4.282,0.025,0.029,1.306,0.049,0.044,0.85,0.07,190.2,42.0,1,1,0,-999,0
26449,7910700,15.723,1,17,4460.5,76.7,73.1,4.607,0.022,0.021,0.698,0.029,0.026,27.61,2.11,4590.3,121.9,-999,1,0,-999,0
26450,7910775,15.614,1,17,4859.7,84.2,79.5,4.518,0.032,0.024,0.785,0.038,0.028,33.99,3.8,937.9,29.1,-999,1,0,-999,0
26461,7914531,15.465,1,17,5436.0,125.3,103.7,4.276,0.047,0.044,0.893,0.064,0.049,19.66,1.79,733.2,31.2,-999,1,0,-999,0
26464,7914624,14.304,1,17,4867.5,88.2,79.7,4.573,0.024,0.03,0.783,0.034,0.041,30.63,2.68,1604.8,41.0,-999,1,0,-999,0
26468,7915628,14.853,1,17,4517.3,78.0,76.2,4.616,0.021,0.018,0.673,0.026,0.021,20.92,1.73,3626.4,107.9,-999,1,0,-999,0
26472,7915955,14.092,1,17,5924.4,108.8,109.0,4.408,0.03,0.039,1.047,0.055,0.067,18.72,1.86,380.6,15.7,-999,1,0,-999,0
26474,7915964,15.644,4,17,5211.6,104.4,98.6,4.578,0.024,0.035,0.799,0.04,0.05,16.89,1.39,160.7,17.4,-999,1,0,-999,0
26482,7916837,13.533,1,17,6675.5,142.7,137.0,3.953,0.033,0.034,1.544,0.079,0.08,4.23,0.28,81.0,12.1,-999,1,0,-999,0
26499,7918610,15.408,4,17,5446.2,127.0,106.7,4.272,0.05,0.046,0.895,0.065,0.05,17.23,1.31,2375.3,83.5,-999,1,0,-999,0
26505,7919741,14.419,16,16,5580.7,120.0,119.3,4.402,0.047,0.049,0.926,0.073,0.07,3.91,0.32,518.7,45.2,-999,1,0,-999,0
26516,7936017,14.536,1,17,5934.9,105.1,99.5,4.466,0.022,0.034,1.002,0.04,0.06,20.93,2.08,234.2,11.9,-999,1,0,-999,0
26519,7936619,14.507,1,17,5348.6,92.3,89.0,4.574,0.019,0.032,0.824,0.032,0.049,28.17,4.75,545.8,17.7,-999,1,0,-999,0
26520,7936757,13.545,0,17,5494.4,106.5,98.5,4.304,0.039,0.039,0.915,0.063,0.057,27.76,2.87,667.1,19.0,-999,1,0,-999,0
26521,7936779,15.074,1,17,6084.2,116.5,115.7,4.238,0.05,0.047,1.14,0.072,0.083,8.85,0.87,334.1,25.9,-999,1,0,-999,0
26524,7937049,15.74,1,17,5051.5,80.1,74.4,4.432,0.029,0.025,0.827,0.03,0.023,6.85,0.48,11021.0,559.3,-999,1,3,-999,0
26526,7937153,15.048,1,17,3698.0,66.0,74.0,4.81,0.044,0.036,0.464,0.03,0.043,45.16,3.87,465.6,13.9,-999,2,-999,-999,1
26531,7937413,11.575,0,17,6463.0,144.0,192.0,4.052,0.228,0.123,1.364,0.144,0.247,1.97,0.14,1363.8,128.6,1,2,-999,-999,1
26533,7937821,15.908,1,17,5136.2,78.8,72.7,4.384,0.036,0.034,0.846,0.029,0.024,25.41,2.56,561.4,26.6,-999,1,1,-999,0
26540,7938739,14.515,1,17,4463.7,75.0,70.3,4.606,0.021,0.02,0.7,0.028,0.026,26.67,2.06,1885.1,51.4,-999,1,0,-999,0
26544,7938800,13.145,0,17,6504.9,139.4,142.6,4.154,0.033,0.036,1.28,0.05,0.053,3.89,0.38,285.5,24.6,-999,3,0,-999,0
26548,7938920,13.673,1,17,5425.9,92.2,89.8,4.508,0.025,0.036,0.921,0.043,0.053,22.11,2.0,994.4,30.3,-999,1,0,-999,0
26549,7938943,15.992,1,17,4827.9,85.9,81.5,4.526,0.035,0.028,0.78,0.037,0.03,23.05,2.19,463.3,26.2,-999,1,0,-999,0
26555,7939652,13.449,0,17,4830.6,74.9,65.8,4.492,0.021,0.014,0.793,0.026,0.018,44.54,8.16,1042.4,22.1,-999,1,0,-999,0
26559,7940014,13.856,1,17,5561.9,90.2,82.7,4.536,0.015,0.023,0.925,0.028,0.037,27.42,0.96,616.1,20.6,-999,1,0,-999,0
26562,7940129,15.818,4,17,4967.9,91.4,86.7,4.581,0.027,0.035,0.768,0.041,0.045,24.88,2.72,765.3,31.2,-999,1,0,-999,0
26563,7940154,14.169,1,17,5623.6,108.5,104.9,4.309,0.072,0.068,0.944,0.073,0.069,22.3,1.72,70.4,6.2,-999,1,-999,-999,0
26580,7943473,15.8,2,17,5096.2,91.9,86.7,4.596,0.024,0.033,0.763,0.041,0.046,31.28,5.05,485.2,21.3,-999,1,0,-999,0
26582,7943763,14.278,1,17,5380.7,95.4,91.2,4.561,0.02,0.035,0.844,0.034,0.052,13.5,1.1,3641.5,132.5,-999,1,0,-999,0
