,KIC,Kp,q_first,q_last,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,mass,E_mass,e_mass,Prot,E_prot,Sph,E_Sph,Flag_Type1CPCB,Flag_MSSG,Flag_Binary,Flag_KOI,Flag_Source
24836,7684812,11.763,1,17,6694.1,198.3,221.6,4.277,0.022,0.027,1.327,0.057,0.069,1.95,0.12,312.3,33.1,-999,1,0,-999,0
24849,7685563,15.975,4,17,5013.0,181.0,181.0,4.575,0.055,0.055,0.735,0.087,0.063,18.27,1.6,13.3,15.7,-999,2,-999,-999,1
24856,7686047,15.63,1,17,4751.1,35.6,48.4,4.482,0.016,0.015,0.797,0.013,0.013,24.37,1.74,1536.0,50.0,-999,1,1,-999,0
24859,7686103,11.914,0,17,5944.8,113.2,111.7,3.681,0.028,0.028,1.307,0.055,0.057,15.54,0.99,88.1,4.5,-999,1,0,-999,0
24860,7686180,15.76,2,17,4627.7,78.7,72.5,4.55,0.027,0.02,0.752,0.029,0.024,18.34,1.42,3127.3,106.4,-999,1,0,-999,0
24865,7686485,14.118,1,17,6171.2,112.9,109.1,4.4,0.024,0.035,1.1,0.045,0.065,18.99,3.03,81.3,6.9,-999,1,0,-999,0
24868,7686674,15.398,1,17,4911.1,110.5,100.5,4.594,0.021,0.029,0.753,0.037,0.042,18.47,1.55,1859.4,65.2,-999,1,0,-999,0
24872,7686976,13.595,0,17,4471.1,72.5,68.4,4.612,0.02,0.02,0.694,0.027,0.025,21.96,1.73,4045.1,113.6,-999,1,0,-999,0
24875,7687703,13.363,0,17,6515.6,125.2,120.3,4.334,0.019,0.026,1.254,0.036,0.048,2.78,0.2,2125.0,171.0,1,1,0,-999,0
24882,7688149,12.645,1,17,6479.4,136.7,120.5,4.151,0.032,0.032,1.397,0.065,0.058,2.72,0.25,245.7,24.7,-999,3,0,-999,0
24889,7691191,14.614,1,17,6139.3,132.4,110.5,4.111,0.044,0.045,1.241,0.066,0.096,21.07,1.92,425.7,17.5,-999,1,0,-999,0
24897,7691514,15.15,1,17,4538.3,78.3,71.1,4.575,0.025,0.018,0.731,0.03,0.024,9.49,0.71,2449.8,113.3,-999,1,0,-999,0
24902,7691764,15.728,4,17,5323.3,105.9,101.4,4.52,0.035,0.046,0.857,0.049,0.058,27.99,2.4,547.6,23.5,-999,1,0,-999,0
24909,7692004,14.2,10,10,5938.7,108.5,103.2,4.457,0.033,0.044,1.002,0.053,0.062,12.57,1.3,104.6,9.5,-999,1,0,-999,0
24922,7692471,14.271,1,17,6151.8,131.5,115.9,4.222,0.038,0.043,1.18,0.066,0.085,13.74,1.72,71.6,8.2,-999,1,0,-999,0
24923,7692514,13.202,0,17,6341.3,117.6,108.4,3.802,0.027,0.036,1.634,0.064,0.127,4.46,0.72,105.6,12.2,-999,1,0,-999,0
24928,7693172,14.312,1,17,5764.1,129.1,115.3,3.883,0.041,0.04,1.192,0.069,0.071,27.79,2.59,301.2,11.4,-999,1,0,-999,0
24937,7694200,15.51,1,17,5357.1,119.0,104.6,4.43,0.049,0.045,0.869,0.066,0.054,32.15,2.41,1259.8,36.5,-999,1,0,-999,0
24938,7694220,15.991,4,17,5182.0,106.1,99.7,4.586,0.025,0.034,0.784,0.042,0.049,13.61,1.17,3051.8,123.7,-999,1,0,-999,0
24946,7694707,15.931,1,17,5045.7,69.3,73.5,4.392,0.034,0.045,0.845,0.024,0.02,20.35,1.61,3930.5,125.4,-999,1,1,-999,0
24950,7694960,14.308,1,17,5822.4,126.4,128.5,3.955,0.1,0.094,1.28,0.135,0.111,33.71,5.93,382.6,12.2,-999,1,-999,-999,0
24951,7694986,15.926,1,17,5006.5,96.9,91.1,4.593,0.024,0.032,0.759,0.039,0.044,21.95,2.67,755.4,46.0,-999,1,0,-999,0
24961,7695453,15.413,4,17,5704.8,126.7,123.1,4.193,0.056,0.058,0.997,0.085,0.077,19.68,1.58,51.4,11.2,-999,1,0,-999,0
24966,7695793,15.213,1,17,4412.2,77.0,71.8,4.614,0.02,0.02,0.688,0.027,0.024,23.05,1.72,3486.7,100.7,-999,1,0,-999,0
24970,7695877,14.563,1,17,4770.4,90.1,84.0,4.616,0.018,0.024,0.717,0.028,0.034,15.32,1.17,3296.7,114.1,-999,1,0,-999,0
24976,7696984,15.543,4,17,5293.4,100.5,95.7,4.563,0.025,0.038,0.826,0.04,0.053,7.55,0.53,2256.3,122.1,-999,1,0,-999,0
24978,7697098,15.316,1,17,5841.3,125.7,120.2,4.125,0.052,0.06,1.089,0.103,0.088,18.56,2.84,88.4,12.0,-999,1,0,-999,0
24981,7697247,12.885,1,17,5163.1,87.9,80.8,4.528,0.031,0.036,0.836,0.045,0.051,32.83,5.15,527.9,13.6,-999,1,0,-999,0
24984,7697568,15.911,2,17,5453.6,134.1,122.5,4.142,0.066,0.066,0.921,0.07,0.061,19.12,1.64,2903.6,99.1,-999,1,0,-1,0
24990,7697995,13.51,0,17,6452.1,129.4,125.6,3.972,0.033,0.034,1.5,0.073,0.075,3.07,0.14,21.6,9.7,-999,1,0,-999,0
24994,7698258,13.37,1,17,6364.3,134.7,126.4,4.036,0.03,0.032,1.338,0.061,0.065,2.56,0.18,2221.2,186.2,1,1,0,-999,0
24998,7698523,15.721,2,17,4847.5,79.1,76.2,4.479,0.023,0.02,0.801,0.022,0.019,13.73,1.09,517.8,31.5,-999,1,1,-999,0
24999,7698553,12.703,0,17,4524.9,74.1,70.4,4.616,0.019,0.021,0.691,0.027,0.025,14.29,1.13,2324.2,81.2,-999,1,0,-999,0
25001,7698850,15.808,1,17,5173.5,104.9,98.3,4.557,0.03,0.041,0.813,0.043,0.052,12.7,1.02,3004.3,123.9,-999,1,0,-999,0
25002,7698981,15.252,1,17,5192.0,154.0,154.0,4.662,0.028,0.077,0.729,0.069,0.069,8.21,0.58,2563.8,127.9,-999,2,-999,-999,1
25003,7699159,13.76,1,17,6657.3,140.6,141.6,4.208,0.035,0.034,1.349,0.07,0.056,4.87,0.39,1540.6,96.6,-999,1,0,-999,0
25007,7699514,15.854,1,17,5149.3,63.6,63.5,4.308,0.046,0.061,0.869,0.02,0.019,10.46,0.83,2547.6,119.1,-999,1,1,-999,0
25014,7700475,14.231,1,17,5447.9,116.8,103.4,4.264,0.091,0.091,0.899,0.067,0.056,11.85,1.01,1367.7,56.8,-999,1,-999,-999,0
25021,7701226,14.042,1,17,6302.1,119.0,114.7,4.367,0.025,0.034,1.158,0.046,0.065,3.06,0.24,1105.7,91.6,-999,1,0,-999,0
25025,7701615,14.793,1,17,4625.4,82.4,78.0,4.579,0.025,0.022,0.736,0.033,0.029,25.76,2.15,1121.0,33.9,-999,1,0,-999,0
25028,7702326,12.239,0,1,6425.7,141.5,124.7,4.006,0.031,0.032,1.518,0.064,0.072,3.36,0.46,234.3,20.6,-999,1,0,-999,0
25031,7702783,15.974,1,17,5018.0,96.8,97.7,4.42,0.039,0.043,0.832,0.026,0.024,29.39,3.77,309.0,19.4,-999,1,1,-999,0
25035,7702937,15.791,1,17,5584.1,114.4,111.4,4.489,0.036,0.049,0.917,0.052,0.062,24.2,2.43,945.1,36.1,-999,1,0,-999,0
25042,7703244,15.664,4,17,5260.6,129.7,126.5,4.521,0.058,0.079,0.833,0.061,0.065,17.72,1.6,886.2,39.2,-999,1,-999,-999,0
25057,7708093,13.163,1,17,5980.8,105.1,103.4,4.408,0.029,0.039,1.048,0.055,0.072,9.98,1.1,338.8,17.5,-999,1,0,-999,0
25067,7728830,13.34,0,17,5710.3,99.1,96.8,4.45,0.032,0.04,0.971,0.055,0.062,23.34,3.43,206.9,8.2,-999,1,0,-999,0
25081,7730130,16.174,2,17,4779.8,89.9,83.4,4.591,0.025,0.029,0.741,0.036,0.037,18.21,2.47,759.9,41.5,-999,1,0,-999,0
25082,7730259,13.974,1,17,5825.9,117.8,112.8,4.227,0.042,0.04,0.893,0.067,0.058,22.08,1.72,263.1,11.0,-999,1,0,-999,0
25085,7730381,13.867,2,17,5868.9,117.3,112.5,4.311,0.042,0.041,0.942,0.071,0.065,23.73,4.39,345.5,12.6,-999,1,0,-999,0
25090,7730872,15.683,1,17,4185.7,52.0,60.0,4.614,0.034,0.023,0.639,0.021,0.016,32.83,2.23,5404.9,129.7,-999,1,0,-999,0
25092,7730956,15.576,14,17,5055.9,75.0,68.5,4.418,0.026,0.023,0.833,0.026,0.02,5.27,0.38,10632.5,613.6,1,1,0,-999,0
25096,7731183,15.996,4,17,4681.7,98.9,93.1,4.595,0.037,0.042,0.724,0.045,0.048,26.67,1.92,2182.3,66.9,-999,1,-999,-999,0
25098,7731362,15.697,1,17,4299.3,81.1,71.0,4.64,0.018,0.02,0.651,0.022,0.02,20.07,1.6,845.0,35.9,-999,1,0,-999,0
25100,7731778,12.344,0,17,4359.2,73.8,70.2,4.598,0.025,0.025,0.729,0.028,0.027,43.32,6.05,689.4,14.6,-999,1,-999,-999,0
25105,7732206,14.878,1,17,5048.1,89.7,83.8,4.562,0.026,0.033,0.797,0.038,0.048,28.78,2.19,1226.9,34.9,-999,1,0,-999,0
25111,7732522,13.631,1,17,5865.9,92.5,88.0,4.479,0.015,0.023,1.022,0.029,0.041,8.03,0.57,4237.4,196.6,-999,1,0,-999,0
25118,7733716,10.706,0,17,6719.5,146.8,136.6,4.022,0.031,0.033,1.488,0.078,0.078,1.5,0.17,155.5,19.3,-999,3,0,-999,0
25119,7733778,15.747,1,17,4707.8,95.0,83.1,4.62,0.02,0.024,0.705,0.032,0.033,26.48,2.75,657.1,27.0,-999,1,0,-999,0
25122,7734036,14.265,1,17,5665.4,92.3,93.1,4.435,0.03,0.038,1.035,0.051,0.063,21.36,2.34,610.5,21.5,-999,1,0,-999,0
25129,7734609,14.842,1,17,5365.5,117.5,115.0,3.644,0.051,0.058,1.372,0.096,0.112,66.57,5.47,4035.0,71.1,-999,1,0,-999,0
25131,7734775,15.88,1,17,3641.5,78.5,70.7,4.755,0.011,0.011,0.46,0.012,0.012,44.85,4.2,1930.0,45.9,-999,1,0,-999,0
25134,7735036,14.938,1,17,4850.3,82.1,78.4,4.543,0.033,0.031,0.794,0.041,0.037,41.84,4.49,1279.3,30.1,-999,1,0,-999,0
25143,7738973,15.258,1,17,4359.9,108.8,96.8,4.609,0.033,0.035,0.685,0.042,0.041,18.21,1.36,2623.1,87.7,-999,1,-999,-999,0
25147,7739127,14.926,1,17,4324.3,75.2,66.8,4.629,0.019,0.019,0.666,0.023,0.021,34.94,3.28,1745.4,43.0,-999,1,0,-999,0
25152,7739564,13.474,1,17,5306.6,108.8,95.0,4.071,0.039,0.038,0.888,0.054,0.044,11.93,1.82,88.1,7.3,-999,1,0,-999,0
25154,7739672,10.92,0,17,6014.1,105.5,102.1,4.053,0.028,0.049,1.278,0.056,0.119,11.97,1.69,122.9,5.7,-999,1,0,-999,0
25160,7739917,13.807,1,17,6163.2,116.9,115.2,3.966,0.037,0.048,1.305,0.084,0.105,18.34,1.48,100.4,6.9,-999,1,0,-999,0
25161,7739930,13.02,0,17,6503.0,145.0,194.0,4.349,0.073,0.147,1.172,0.135,0.15,9.46,0.79,6.3,3.9,-999,2,-999,-999,1
25168,7740957,15.855,4,17,5201.2,96.4,88.5,4.497,0.046,0.047,0.836,0.052,0.049,12.34,0.88,995.5,53.2,-999,1,0,-999,0
25169,7741048,13.018,1,17,5923.9,107.1,108.3,4.123,0.035,0.047,1.135,0.083,0.093,17.61,1.24,68.4,4.8,-999,1,0,-1,0
25173,7741311,13.943,1,17,5641.7,110.2,105.7,4.25,0.181,0.258,1.011,0.125,0.083,23.56,2.59,359.9,13.2,-999,1,-999,-999,0
25176,7741750,15.736,1,17,4671.6,81.8,78.0,4.565,0.028,0.022,0.748,0.034,0.029,34.22,3.14,2405.2,61.9,-999,1,0,-999,0
25180,7741939,14.276,1,17,5105.4,105.2,91.7,3.574,0.054,0.074,1.298,0.123,0.18,77.54,8.12,2399.3,37.3,-999,1,0,-999,0
25183,7742097,15.867,1,17,4099.4,63.4,85.3,4.636,0.022,0.017,0.607,0.015,0.015,2.11,0.14,13903.2,1265.5,1,1,0,-999,0
25184,7742193,14.229,1,17,5916.0,114.4,105.8,4.163,0.039,0.046,1.112,0.08,0.089,28.34,2.62,27.4,4.6,-999,1,0,-999,0
25185,7742244,15.605,1,17,4941.2,83.8,78.2,4.497,0.034,0.025,0.798,0.039,0.029,42.72,5.15,1228.4,31.6,-999,1,0,-999,0
25190,7742465,13.184,0,17,6195.0,169.0,188.0,4.261,0.185,0.185,0.994,0.158,0.115,24.36,2.9,46.0,3.7,-999,2,-999,-999,1
25210,7744027,15.894,4,17,5283.8,98.4,91.4,4.504,0.044,0.052,0.851,0.052,0.055,13.9,0.96,6738.6,247.6,-999,1,0,-999,0
25220,7744661,13.149,0,17,6185.6,135.6,111.7,4.15,0.027,0.038,1.242,0.057,0.075,13.28,2.49,87.4,6.4,-999,1,0,-999,0
25221,7744797,14.96,1,17,4823.6,46.6,54.4,4.466,0.017,0.016,0.807,0.015,0.013,15.11,1.28,1565.6,59.7,-999,1,1,-999,0
25224,7747091,15.181,1,17,5475.0,164.0,164.0,4.567,0.03,0.17,0.944,0.074,0.101,21.07,1.63,2556.1,79.2,-999,2,-999,1,1
25225,7747168,15.253,1,17,5385.6,107.0,95.6,4.411,0.049,0.044,0.874,0.067,0.054,24.17,2.14,1262.8,28.6,-999,1,0,-999,0
25227,7747200,13.917,1,17,5908.1,120.8,118.4,4.428,0.044,0.047,0.862,0.06,0.057,6.61,0.52,3953.7,203.5,-999,1,0,-999,0
25229,7747522,13.693,1,17,5830.9,118.0,113.5,4.298,0.038,0.041,1.049,0.071,0.072,10.98,0.86,3957.4,157.4,-999,1,0,-999,0
25230,7747625,15.559,1,17,4863.1,34.4,47.9,4.451,0.017,0.016,0.816,0.013,0.012,24.88,2.02,923.5,33.2,-999,1,1,-999,0
25242,7749017,13.876,1,17,5449.7,101.8,95.3,4.525,0.036,0.039,0.806,0.05,0.052,25.94,3.68,452.5,14.7,-999,1,0,-999,0
25265,7750728,15.492,1,17,5854.4,113.1,109.8,4.214,0.055,0.057,1.055,0.082,0.082,18.33,1.99,1071.7,42.6,-999,1,0,-999,0
25281,7751367,15.924,1,17,5141.6,64.0,60.4,4.319,0.043,0.047,0.867,0.02,0.019,26.48,1.82,2752.7,80.6,-999,1,1,-999,0
25283,7751487,15.646,1,17,4101.0,58.7,78.1,4.638,0.023,0.017,0.605,0.014,0.015,17.72,1.46,1472.3,56.8,-999,1,0,-999,0
25285,7751581,15.271,1,17,5669.7,125.2,119.6,4.467,0.06,0.092,0.932,0.072,0.07,23.21,1.96,245.1,14.6,-999,1,-999,-999,0
25287,7751675,13.775,1,17,5325.0,159.0,143.0,4.344,0.184,0.225,0.884,0.086,0.063,12.7,1.07,2272.8,86.1,-999,2,-999,-999,1
25288,7751692,13.888,1,17,5847.9,100.8,97.7,4.47,0.023,0.035,0.985,0.042,0.062,13.04,0.93,2445.3,91.4,-999,1,0,-999,0
25299,7755636,12.818,0,17,6795.2,193.2,233.9,4.265,0.022,0.026,1.368,0.059,0.065,3.09,0.53,173.2,18.4,-999,1,0,0,0
25305,7756164,15.497,1,17,4377.7,87.6,83.2,4.645,0.017,0.019,0.653,0.023,0.022,21.81,1.67,3053.2,93.4,-999,1,0,-999,0
25309,7756294,13.644,1,17,6164.8,128.6,121.5,4.261,0.034,0.036,1.24,0.064,0.067,9.41,0.68,24.7,6.0,-999,1,0,-999,0
25312,7756377,15.854,1,17,5148.5,77.7,70.7,4.355,0.034,0.035,0.856,0.025,0.021,32.6,2.66,1578.7,45.8,-999,1,1,-999,0
25313,7756399,15.506,2,3,5314.4,96.0,81.0,4.344,0.041,0.036,0.863,0.049,0.035,7.23,0.63,5821.2,293.6,-999,1,0,-999,0
25320,7756709,13.832,1,17,4846.9,77.9,71.0,4.567,0.026,0.028,0.774,0.037,0.039,31.27,2.59,1741.2,42.8,-999,1,0,-999,0
25322,7756820,14.459,1,17,5725.6,113.1,108.7,4.24,0.07,0.07,0.993,0.08,0.076,17.97,2.56,406.0,17.8,-999,1,-999,-999,0
25335,7757698,14.433,1,17,5738.1,110.0,105.3,4.218,0.041,0.044,1.04,0.077,0.073,24.37,2.1,381.0,14.6,-999,1,0,-1,0
25338,7758086,15.328,1,17,4802.4,29.5,42.0,4.466,0.014,0.013,0.807,0.012,0.011,27.42,1.99,1534.0,45.2,-999,1,1,-999,0
25341,7760603,12.732,0,17,6779.4,140.0,136.8,4.233,0.032,0.031,1.355,0.063,0.052,5.6,1.05,102.2,9.7,-999,1,0,-999,0
25348,7760976,14.935,1,17,5675.0,115.9,112.8,4.161,0.052,0.051,0.995,0.083,0.074,23.34,3.99,342.1,15.5,-999,1,0,-999,0
25358,7761381,15.433,1,17,5542.1,124.3,116.0,3.8,0.057,0.056,1.205,0.083,0.091,7.76,0.57,4144.8,205.8,-999,1,0,-999,0
25366,7761918,12.487,0,17,6071.0,134.0,134.0,4.239,0.143,0.117,1.061,0.109,0.073,8.19,0.79,418.4,21.7,-999,2,-999,1,1
25370,7762419,14.351,1,17,4949.1,85.8,79.1,4.572,0.023,0.031,0.793,0.033,0.043,8.09,0.58,2562.5,123.0,-999,1,0,-999,0
25381,7763240,15.55,1,17,5041.2,96.2,90.0,4.561,0.028,0.035,0.795,0.04,0.047,12.53,0.92,1847.4,80.2,-999,1,0,-999,0
25383,7763435,15.406,1,17,5242.0,96.1,90.3,4.529,0.034,0.043,0.84,0.046,0.055,7.87,0.6,1987.4,105.8,-999,1,0,-999,0
25387,7764131,13.481,0,17,5770.2,95.1,95.5,4.479,0.02,0.031,0.991,0.038,0.053,7.75,0.56,5033.6,236.3,-999,1,0,-999,0
25388,7764286,15.574,2,3,5740.0,160.0,200.0,4.397,0.084,0.196,1.097,0.11,0.122,16.19,1.49,4872.6,166.9,-999,2,-999,-999,1
25392,7764612,15.974,4,17,5066.4,102.4,94.3,4.618,0.024,0.029,0.73,0.04,0.043,19.93,1.9,973.3,42.5,-999,1,0,-999,0
25405,7765762,14.564,1,17,4102.9,57.5,76.0,4.636,0.022,0.016,0.607,0.014,0.014,9.97,0.71,10304.0,425.1,1,1,0,-999,0
25414,7766333,13.835,1,17,6122.1,130.5,112.6,4.073,0.032,0.05,1.217,0.06,0.106,6.85,0.53,30.3,7.9,-999,1,0,-999,0
25416,7766437,15.613,1,17,6025.7,138.8,138.3,3.781,0.091,0.092,1.41,0.165,0.125,3.78,0.38,332.6,47.4,-999,1,0,-999,0
25418,7767002,14.723,1,17,5921.8,113.9,112.4,4.393,0.038,0.047,1.033,0.064,0.076,26.28,4.81,128.5,8.6,-999,1,0,-999,0
25421,7767374,15.259,1,17,5750.0,109.4,106.0,4.448,0.037,0.048,0.969,0.057,0.069,21.24,2.87,105.8,11.3,-999,1,0,-999,0
25424,7767679,14.991,1,17,5696.8,104.7,102.9,4.457,0.034,0.045,0.955,0.056,0.068,21.21,2.34,566.1,22.8,-999,1,0,-999,0
25425,7767815,13.141,0,17,6348.3,129.4,129.9,4.146,0.028,0.03,1.363,0.059,0.054,10.66,0.94,176.9,10.6,-999,1,0,-999,0
25426,7767894,13.609,0,17,6655.0,181.0,221.0,4.204,0.148,0.181,1.286,0.18,0.2,2.12,0.31,198.5,27.7,-999,2,-999,-999,1
25427,7767906,14.779,1,17,5784.1,115.8,112.0,4.355,0.047,0.049,0.992,0.075,0.076,20.79,2.58,106.6,9.2,-999,1,0,-999,0
25430,7768218,15.214,1,17,5262.7,121.4,116.8,4.594,0.03,0.037,0.776,0.055,0.055,27.79,3.53,359.9,15.8,-999,1,-999,-999,0
25432,7768284,15.684,2,17,5113.4,89.9,80.9,4.425,0.034,0.029,0.831,0.037,0.027,42.14,3.08,26.3,8.6,-999,1,1,-999,0
25439,7768660,11.776,0,17,5495.8,102.1,99.3,4.196,0.038,0.037,0.963,0.062,0.06,40.37,6.25,201.5,5.0,-999,1,0,-999,0
25442,7768898,15.662,1,17,4217.5,74.5,42.3,4.64,0.021,0.037,0.639,0.019,0.016,18.47,1.37,1247.0,49.1,-999,1,0,-999,0
25447,7769049,15.681,1,17,4746.3,97.7,88.9,4.606,0.022,0.027,0.724,0.034,0.035,34.23,3.84,1138.6,33.8,-999,1,0,-999,0
25452,7769320,14.377,1,17,5849.0,123.3,117.9,4.401,0.078,0.117,0.999,0.082,0.079,21.07,1.91,424.2,16.7,-999,1,-999,-999,0
25459,7769908,15.671,1,17,5514.1,119.5,116.6,4.421,0.056,0.06,0.908,0.067,0.066,23.54,1.83,1277.3,44.3,-999,1,0,-999,0
25463,7770207,15.267,1,3,5393.8,115.2,107.4,4.462,0.046,0.049,0.879,0.062,0.061,33.39,1.32,272.2,19.3,-999,1,0,-999,0
25465,7770312,14.462,4,17,5895.2,108.6,102.4,4.487,0.021,0.032,0.975,0.038,0.055,12.44,0.83,2503.3,97.4,-999,1,0,-999,0
25466,7770347,14.102,1,17,5556.6,103.0,99.0,4.532,0.021,0.034,0.893,0.036,0.053,26.46,2.3,320.8,11.7,-999,1,0,-999,0
25467,7770563,13.845,1,17,5103.2,78.0,71.5,4.436,0.029,0.02,0.827,0.039,0.026,28.74,3.54,196.9,7.9,-999,1,1,-999,0
25469,7770745,14.445,1,17,6258.0,169.0,225.0,4.449,0.056,0.21,1.087,0.154,0.139,13.32,1.16,531.5,25.0,-999,2,-999,-999,1
25476,7771186,15.605,1,17,3935.6,86.2,82.1,4.671,0.015,0.015,0.565,0.016,0.015,15.64,1.15,1803.5,70.8,-999,1,0,-999,0
25479,7771302,14.777,1,17,5723.4,106.4,102.4,4.504,0.023,0.034,0.937,0.041,0.056,20.77,3.74,241.1,13.0,-999,1,0,-999,0
25482,7771531,13.783,1,17,6262.5,116.1,112.5,4.395,0.02,0.032,1.126,0.039,0.061,15.09,1.15,1017.8,37.7,-999,1,0,-999,0
25490,7772109,13.529,0,17,4363.6,72.7,65.3,4.62,0.02,0.017,0.671,0.024,0.02,15.64,1.25,2366.0,80.1,-999,1,0,-999,0
25491,7772195,14.065,10,10,6053.1,133.8,123.8,4.089,0.06,0.064,1.213,0.092,0.11,29.55,2.81,321.6,13.9,-999,1,0,-999,0
25498,7772998,14.405,1,17,5572.5,131.7,124.5,4.311,0.105,0.098,0.931,0.077,0.071,14.49,1.19,2300.6,83.3,-999,1,-999,-999,0
25501,7773228,14.668,1,17,5509.1,101.4,97.8,4.566,0.018,0.03,0.852,0.031,0.044,9.17,0.7,3751.3,167.2,-999,1,0,-999,0
25506,7773795,14.802,1,17,5981.0,179.0,197.0,4.373,0.124,0.186,0.955,0.133,0.109,18.87,1.31,112.6,10.0,-999,2,-999,-999,1
25509,7777272,12.788,0,17,6735.4,144.5,130.2,4.065,0.034,0.034,1.602,0.066,0.074,1.53,0.14,225.0,31.5,-999,3,0,-999,0
25512,7777471,14.549,1,17,6040.0,118.5,112.6,4.131,0.035,0.043,1.188,0.068,0.097,12.79,1.26,900.5,39.1,-999,1,0,-1,0
25513,7777570,14.931,1,17,4059.0,76.1,78.9,4.619,0.016,0.015,0.617,0.013,0.013,19.93,1.46,3520.8,107.8,-999,1,0,-999,0
25516,7778058,11.698,0,17,6216.4,121.5,116.3,3.965,0.043,0.051,1.309,0.085,0.105,3.47,0.43,159.1,14.2,-999,1,0,-999,0
25519,7778541,12.31,0,17,6438.3,131.1,125.7,4.133,0.032,0.029,1.424,0.062,0.06,5.41,0.45,188.3,13.8,-999,1,0,-999,0
25523,7778759,15.057,1,17,5728.5,107.8,103.0,4.528,0.02,0.03,0.913,0.036,0.048,2.85,0.17,78.0,26.0,-999,1,0,-999,0
25525,7779043,15.242,1,17,6430.9,229.5,206.1,4.241,0.036,0.036,1.273,0.082,0.092,10.18,0.54,114.5,16.6,-999,1,0,-999,0
25526,7779053,13.479,0,17,6157.0,115.8,110.4,3.902,0.028,0.039,1.509,0.061,0.129,17.46,1.31,67.9,5.5,-999,1,0,-999,0
25528,7779339,14.616,1,17,6275.4,115.8,112.4,4.381,0.024,0.036,1.139,0.046,0.063,5.08,0.37,2379.1,146.4,-999,1,0,-999,0
25539,7798061,15.838,14,17,4955.3,90.0,83.8,4.574,0.027,0.033,0.774,0.039,0.044,16.76,0.9,827.0,40.2,-999,1,0,-999,0
25541,7798090,14.606,1,17,5615.8,113.5,109.8,3.746,0.04,0.04,1.296,0.067,0.077,26.67,2.09,1359.3,38.6,-999,1,0,-999,0
25543,7798426,13.092,0,17,6406.7,119.2,110.7,3.736,0.031,0.029,1.772,0.07,0.07,5.4,0.67,280.3,20.5,-999,3,0,-999,0
25545,7798670,11.922,0,17,6005.2,108.6,106.0,4.425,0.03,0.038,0.993,0.055,0.064,15.67,2.75,148.8,6.5,-999,1,0,-999,0
25547,7798893,14.366,1,17,5202.1,93.9,89.1,4.551,0.026,0.036,0.827,0.039,0.054,15.64,1.29,3190.3,108.8,-999,1,0,-999,0
25556,7799526,15.277,1,17,5016.0,73.2,66.1,4.422,0.022,0.02,0.831,0.022,0.017,8.44,0.63,1370.6,73.8,-999,1,1,-999,0
25567,7800164,13.977,1,17,5719.3,118.0,111.4,3.715,0.03,0.033,1.361,0.061,0.071,26.63,3.46,442.7,14.5,-999,1,0,-999,0
25569,7800362,14.081,1,17,5338.7,93.3,91.0,4.574,0.019,0.032,0.824,0.031,0.049,26.3,3.36,753.0,22.5,-999,1,0,-999,0
25570,7800750,13.402,0,17,5029.3,70.5,59.6,4.416,0.025,0.019,0.846,0.03,0.018,39.59,6.85,692.3,16.2,-999,1,0,-999,0
25579,7801339,15.521,1,17,4452.8,78.2,72.5,4.614,0.021,0.02,0.686,0.026,0.024,31.06,2.32,3970.0,99.4,-999,1,0,-999,0
25590,7801869,15.355,1,17,4263.5,78.4,60.3,4.611,0.025,0.025,0.671,0.03,0.025,20.77,1.54,206.3,14.8,-999,1,0,-999,0
25603,7803053,13.173,0,17,6577.5,143.1,128.3,4.196,0.031,0.03,1.337,0.065,0.049,4.82,0.31,42.4,8.0,-999,1,0,-999,0
25609,7803692,15.825,4,17,3981.0,72.1,78.7,4.677,0.015,0.014,0.562,0.014,0.014,13.9,2.91,1553.8,68.9,-999,1,0,-999,0
25618,7807840,17.171,17,17,3561.6,76.0,76.3,4.777,0.012,0.012,0.429,0.013,0.013,16.99,2.19,1524.5,1524.5,-999,1,0,-999,0
25622,7808028,16.45,4,4,4066.1,70.3,77.5,4.649,0.02,0.018,0.593,0.016,0.017,33.06,3.21,83.1,44.1,-999,1,0,-999,0
25629,7808399,15.483,1,17,5489.4,106.4,98.2,4.341,0.053,0.049,0.9,0.067,0.059,30.63,2.46,1381.5,40.1,-999,1,0,-999,0
25632,7808456,14.108,1,17,6152.2,112.4,108.9,4.361,0.031,0.04,1.119,0.058,0.074,9.29,0.89,833.5,41.3,-999,1,0,-999,0
25653,7809838,17.521,17,17,3273.9,79.3,75.5,4.921,0.011,0.01,0.26,0.009,0.009,1.9,0.13,1240.8,305.8,-999,1,0,-999,0
25656,7810221,13.115,0,17,6012.7,113.3,113.7,4.201,0.029,0.034,1.241,0.047,0.069,18.2,1.32,115.2,6.2,-999,1,0,-999,0
25664,7810653,15.929,1,17,3941.2,85.4,84.7,4.662,0.022,0.022,0.573,0.022,0.023,35.19,2.22,1252.7,37.7,-999,1,-999,-999,0
25673,7811253,12.257,0,17,5743.2,142.6,99.0,4.255,0.031,0.032,1.166,0.055,0.062,34.17,2.77,88.8,3.3,-999,1,0,-999,0
25677,7811497,13.01,0,17,4964.3,80.3,72.8,4.56,0.025,0.031,0.804,0.037,0.045,24.03,1.85,3514.2,93.9,-999,1,0,-999,0
25680,7811776,13.388,0,17,6342.9,121.0,126.7,4.224,0.032,0.034,1.247,0.054,0.063,8.01,0.59,44.2,6.8,-999,1,0,-999,0
